1, 1336, 74, 4
2, 1748, 13, 17
3, 1131, 66, 11
4, 861, 98, 18
5, 1607, 66, 3
6, 875, 77, 9
7, 577, 97, 7
8, 869, 5, 3
9, 1916, 71, 16
10, 1189, 3, 12
11, 84, 91, 4
12, 134, 33, 3
13, 326, 62, 11
14, 1216, 89, 13
15, 1915, 30, 13
16, 1724, 25, 8
17, 1842, 62, 3
18, 1163, 34, 7
19, 1872, 96, 5
20, 1691, 68, 12
21, 660, 39, 11
22, 611, 72, 8
23, 1035, 66, 2
24, 560, 76, 17
25, 1092, 52, 3
26, 446, 31, 8
27, 891, 9, 10
28, 217, 63, 5
29, 1711, 59, 6
30, 1801, 64, 3
31, 157, 91, 3
32, 1981, 36, 5
33, 1303, 54, 17
34, 1672, 19, 9
35, 462, 55, 6
36, 1757, 8, 2
37, 1810, 23, 4
38, 1561, 72, 17
39, 563, 33, 17
40, 1207, 28, 16
41, 1673, 64, 18
42, 1130, 42, 4
43, 839, 9, 18
44, 476, 8, 14
45, 644, 13, 11
46, 249, 27, 14
47, 417, 21, 3
48, 1774, 33, 5
49, 1838, 80, 12
50, 1474, 31, 18
51, 1905, 11, 6
52, 1643, 19, 15
53, 1827, 54, 11
54, 1973, 84, 20
55, 432, 59, 19
56, 208, 86, 9
57, 1626, 26, 3
58, 1254, 48, 18
59, 336, 1, 13
60, 1198, 30, 13
61, 837, 56, 4
62, 807, 78, 12
63, 1358, 21, 15
64, 1301, 76, 12
65, 892, 3, 5
66, 547, 19, 19
67, 1597, 32, 3
68, 621, 69, 8
69, 418, 32, 15
70, 1680, 77, 17
71, 1056, 95, 3
72, 1935, 29, 11
73, 325, 81, 12
74, 308, 10, 2
75, 1514, 11, 15
76, 408, 45, 18
77, 885, 90, 4
78, 1139, 49, 2
79, 784, 75, 7
80, 1962, 27, 19
81, 1334, 49, 16
82, 1537, 61, 8
83, 44, 46, 17
84, 201, 35, 13
85, 1330, 29, 5
86, 1782, 1, 6
87, 1023, 21, 20
88, 673, 57, 1
89, 823, 9, 13
90, 798, 24, 11
91, 1266, 20, 20
92, 1533, 80, 8
93, 1900, 52, 12
94, 295, 100, 15
95, 1935, 59, 9
96, 1169, 2, 3
97, 531, 2, 9
98, 2, 21, 19
99, 759, 81, 14
100, 97, 40, 2
101, 1264, 39, 9
102, 1793, 40, 7
103, 1034, 86, 13
104, 1565, 87, 14
105, 1178, 78, 11
106, 1161, 54, 13
107, 169, 54, 2
108, 276, 18, 6
109, 609, 99, 18
110, 205, 63, 18
111, 368, 51, 13
112, 1171, 5, 13
113, 118, 66, 8
114, 483, 55, 16
115, 214, 75, 16
116, 720, 99, 6
117, 906, 29, 12
118, 178, 52, 10
119, 1472, 10, 13
120, 93, 58, 5
121, 1958, 58, 10
122, 1215, 20, 8
123, 1799, 57, 15
124, 765, 3, 13
125, 142, 68, 4
126, 1097, 58, 4
127, 426, 67, 13
128, 697, 98, 15
129, 1435, 83, 6
130, 1707, 96, 13
131, 628, 69, 8
132, 1524, 44, 16
133, 897, 10, 15
134, 286, 15, 1
135, 1593, 16, 12
136, 1800, 78, 2
137, 1377, 48, 2
138, 421, 85, 12
139, 1073, 64, 1
140, 1980, 66, 2
141, 1695, 95, 11
142, 800, 71, 14
143, 656, 31, 17
144, 571, 78, 12
145, 116, 70, 11
146, 816, 77, 4
147, 1708, 8, 7
148, 728, 59, 12
149, 97, 84, 1
150, 150, 97, 20
151, 1381, 70, 11
152, 1969, 77, 3
153, 511, 18, 9
154, 1303, 94, 10
155, 974, 91, 9
156, 1458, 25, 16
157, 1292, 51, 16
158, 1363, 32, 1
159, 1234, 68, 12
160, 860, 68, 2
161, 1238, 38, 10
162, 1936, 36, 7
163, 625, 90, 14
164, 1995, 23, 19
165, 1720, 14, 9
166, 175, 15, 20
167, 1002, 72, 14
168, 672, 8, 8
169, 1769, 80, 5
170, 781, 2, 2
171, 1321, 53, 13
172, 1651, 46, 2
173, 1374, 25, 15
174, 1275, 38, 18
175, 1207, 21, 9
176, 1186, 2, 11
177, 1806, 96, 17
178, 698, 69, 8
179, 970, 83, 9
180, 1251, 82, 12
181, 1738, 63, 1
182, 824, 26, 13
183, 494, 35, 13
184, 1395, 62, 5
185, 1051, 43, 6
186, 1879, 90, 5
187, 366, 11, 9
188, 959, 65, 9
189, 1064, 68, 17
190, 1497, 42, 9
191, 69, 19, 6
192, 1664, 65, 13
193, 12, 31, 10
194, 1604, 35, 11
195, 1471, 51, 16
196, 540, 79, 11
197, 392, 9, 4
198, 825, 41, 12
199, 1035, 40, 17
200, 894, 61, 7
201, 947, 93, 6
202, 1954, 74, 5
203, 212, 72, 1
204, 959, 46, 7
205, 1237, 71, 20
206, 1734, 47, 19
207, 1215, 41, 18
208, 1999, 48, 11
209, 1589, 21, 12
210, 614, 2, 3
211, 779, 52, 14
212, 5, 23, 11
213, 827, 45, 18
214, 1177, 77, 12
215, 1613, 18, 5
216, 1566, 36, 17
217, 285, 67, 12
218, 1147, 93, 2
219, 262, 90, 5
220, 225, 86, 8
221, 466, 16, 1
222, 898, 3, 18
223, 1074, 79, 4
224, 745, 44, 1
225, 482, 51, 19
226, 1357, 24, 5
227, 300, 20, 3
228, 1621, 36, 17
229, 1736, 12, 12
230, 1496, 41, 10
231, 116, 78, 16
232, 1647, 75, 8
233, 786, 53, 1
234, 662, 67, 12
235, 278, 37, 16
236, 886, 15, 4
237, 1674, 40, 9
238, 697, 91, 12
239, 1904, 1, 2
240, 379, 58, 13
241, 1833, 43, 6
242, 508, 95, 17
243, 709, 5, 5
244, 1769, 68, 16
245, 74, 85, 18
246, 287, 95, 20
247, 821, 62, 6
248, 924, 4, 13
249, 663, 79, 3
250, 720, 30, 12
251, 117, 70, 11
252, 43, 100, 11
253, 325, 13, 18
254, 635, 49, 18
255, 948, 48, 1
256, 1013, 49, 15
257, 786, 47, 3
258, 1583, 62, 10
259, 220, 57, 19
260, 61, 43, 18
261, 835, 50, 3
262, 810, 53, 17
263, 751, 86, 3
264, 789, 90, 6
265, 967, 73, 17
266, 151, 65, 16
267, 768, 31, 19
268, 752, 36, 1
269, 960, 89, 20
270, 601, 31, 14
271, 954, 58, 6
272, 1310, 83, 3
273, 1661, 84, 1
274, 1878, 23, 18
275, 757, 88, 13
276, 1804, 35, 10
277, 86, 22, 8
278, 1247, 75, 12
279, 1616, 32, 4
280, 464, 11, 2
281, 1973, 94, 9
282, 1279, 8, 4
283, 1868, 91, 13
284, 1440, 73, 3
285, 710, 50, 5
286, 1483, 91, 8
287, 1340, 65, 11
288, 1585, 50, 14
289, 962, 95, 20
290, 247, 74, 19
291, 1562, 17, 1
292, 714, 24, 7
293, 1732, 78, 6
294, 1277, 90, 12
295, 1943, 28, 17
296, 1280, 16, 9
297, 682, 3, 4
298, 1453, 95, 15
299, 1696, 31, 14
300, 120, 7, 8
301, 1403, 51, 12
302, 833, 9, 3
303, 853, 95, 20
304, 103, 19, 8
305, 311, 7, 16
306, 589, 12, 16
307, 863, 2, 20
308, 1723, 99, 9
309, 1, 47, 16
310, 494, 33, 17
311, 1955, 75, 17
312, 277, 67, 4
313, 807, 40, 5
314, 1121, 87, 11
315, 1503, 28, 7
316, 421, 7, 7
317, 1678, 48, 9
318, 1563, 86, 8
319, 675, 54, 20
320, 1970, 92, 3
321, 1667, 20, 4
322, 300, 49, 11
323, 129, 28, 14
324, 1397, 30, 15
325, 415, 16, 19
326, 615, 58, 2
327, 1552, 43, 3
328, 89, 24, 9
329, 1570, 43, 6
330, 1679, 80, 6
331, 1457, 51, 12
332, 328, 62, 2
333, 1499, 7, 17
334, 883, 16, 19
335, 290, 98, 19
336, 123, 1, 17
337, 1276, 19, 15
338, 659, 22, 12
339, 1803, 92, 9
340, 401, 73, 7
341, 713, 3, 9
342, 1893, 98, 7
343, 222, 3, 13
344, 670, 45, 7
345, 248, 64, 9
346, 520, 14, 19
347, 1146, 20, 4
348, 1692, 4, 20
349, 398, 45, 11
350, 1165, 57, 10
351, 1604, 68, 11
352, 777, 25, 8
353, 883, 55, 20
354, 357, 54, 11
355, 1181, 75, 2
356, 1999, 80, 16
357, 789, 5, 18
358, 1089, 64, 20
359, 1879, 60, 7
360, 1996, 5, 15
361, 1148, 70, 2
362, 779, 8, 18
363, 158, 20, 9
364, 473, 86, 7
365, 1521, 94, 2
366, 1748, 37, 17
367, 1412, 12, 10
368, 1274, 81, 6
369, 1064, 22, 9
370, 560, 43, 19
371, 1967, 27, 19
372, 768, 92, 8
373, 1489, 41, 5
374, 458, 44, 2
375, 1587, 81, 10
376, 1388, 44, 19
377, 1067, 81, 1
378, 1462, 65, 13
379, 1819, 51, 16
380, 1206, 7, 10
381, 1120, 82, 18
382, 745, 64, 12
383, 458, 11, 16
384, 1514, 17, 19
385, 1826, 21, 10
386, 1496, 81, 14
387, 845, 59, 4
388, 957, 32, 2
389, 550, 38, 15
390, 880, 97, 17
391, 572, 97, 11
392, 1095, 76, 16
393, 865, 30, 7
394, 1344, 27, 8
395, 107, 40, 4
396, 1858, 88, 12
397, 528, 57, 18
398, 648, 70, 3
399, 1754, 18, 20
400, 1816, 5, 16
401, 1898, 96, 10
402, 1091, 96, 19
403, 1719, 15, 4
404, 97, 66, 10
405, 795, 100, 17
406, 1219, 41, 3
407, 949, 36, 3
408, 1561, 36, 20
409, 374, 59, 14
410, 1082, 51, 7
411, 1201, 77, 4
412, 110, 54, 5
413, 942, 84, 20
414, 1501, 11, 19
415, 563, 39, 3
416, 482, 75, 9
417, 448, 49, 20
418, 1579, 59, 17
419, 584, 17, 6
420, 1106, 2, 4
421, 909, 3, 4
422, 365, 5, 4
423, 1326, 60, 19
424, 1338, 50, 19
425, 867, 49, 2
426, 898, 64, 13
427, 1221, 81, 8
428, 1272, 36, 6
429, 1347, 63, 16
430, 551, 3, 10
431, 155, 16, 18
432, 733, 72, 15
433, 1705, 83, 5
434, 170, 69, 3
435, 1915, 77, 12
436, 1696, 96, 5
437, 1854, 9, 7
438, 1518, 84, 12
439, 1658, 94, 19
440, 1863, 91, 8
441, 80, 80, 17
442, 1763, 31, 19
443, 408, 35, 9
444, 1855, 64, 5
445, 1328, 89, 1
446, 1430, 68, 15
447, 388, 97, 2
448, 190, 50, 1
449, 823, 5, 20
450, 16, 50, 9
451, 1747, 99, 4
452, 1318, 51, 13
453, 664, 42, 14
454, 786, 45, 13
455, 460, 70, 14
456, 1260, 99, 20
457, 1606, 53, 7
458, 1298, 41, 10
459, 163, 56, 19
460, 1387, 5, 10
461, 1693, 7, 16
462, 1331, 14, 2
463, 906, 3, 14
464, 947, 1, 3
465, 1230, 62, 15
466, 779, 10, 19
467, 1512, 52, 11
468, 1627, 74, 11
469, 993, 24, 4
470, 420, 22, 6
471, 1029, 45, 17
472, 609, 88, 9
473, 1184, 7, 19
474, 900, 46, 17
475, 548, 31, 17
476, 1769, 21, 19
477, 1761, 89, 5
478, 1923, 85, 8
479, 1942, 6, 15
480, 1981, 5, 12
481, 1083, 41, 1
482, 676, 2, 17
