1, 2018/10/04, 04:58:52, 1, 1
2, 2000/04/16, 21:19:12, 2, 2
3, 2007/06/30, 18:52:34, 3, 3
4, 2012/03/25, 22:45:46, 4, 4
5, 2018/02/19, 18:57:21, 5, 5
6, 2014/04/10, 21:55:54, 6, 6
7, 2012/03/20, 02:19:11, 7, 7
8, 2013/11/04, 08:14:30, 8, 8
9, 2003/10/05, 24:25:59, 9, 9
10, 2012/04/14, 18:26:50, 10, 10
11, 2000/06/24, 15:54:09, 11, 11
12, 2014/05/18, 20:57:34, 12, 12
13, 2002/07/15, 10:47:15, 13, 13
14, 2010/10/07, 01:18:29, 14, 14
15, 2005/02/18, 03:04:38, 15, 15
16, 2012/03/26, 17:22:12, 16, 16
17, 2011/08/28, 11:13:49, 17, 17
18, 2007/11/27, 00:00:40, 18, 18
19, 2010/10/07, 07:02:15, 19, 19
20, 2011/02/05, 02:30:45, 20, 20
21, 2004/05/05, 10:09:35, 21, 21
22, 2019/11/28, 11:45:04, 22, 22
23, 2001/01/11, 15:36:48, 23, 23
24, 2017/06/24, 15:55:08, 24, 24
25, 2004/02/13, 16:00:29, 25, 25
26, 2009/05/16, 15:18:05, 26, 26
27, 2019/07/04, 05:20:05, 27, 27
28, 2002/12/17, 12:56:52, 28, 28
29, 2005/03/18, 11:56:04, 29, 29
30, 2012/11/10, 00:15:39, 30, 30
31, 2018/09/18, 11:25:16, 31, 31
32, 2010/06/27, 20:37:18, 32, 32
33, 2006/04/18, 07:37:06, 33, 33
34, 2001/10/29, 19:00:31, 34, 34
35, 2011/04/03, 15:11:09, 35, 35
36, 2003/03/06, 22:60:58, 36, 36
37, 2002/09/07, 15:40:30, 37, 37
38, 2005/02/16, 19:34:22, 38, 38
39, 2009/11/21, 18:13:08, 39, 39
40, 2013/12/27, 14:42:38, 40, 40
41, 2007/07/23, 16:41:49, 41, 41
42, 2019/08/14, 15:29:28, 42, 42
43, 2012/06/30, 05:43:57, 43, 43
44, 2001/12/25, 08:28:10, 44, 44
45, 2007/07/19, 02:20:45, 45, 45
46, 2014/10/22, 10:52:15, 46, 46
47, 2003/06/12, 10:40:17, 47, 47
48, 2018/05/20, 12:33:23, 48, 48
49, 2019/05/26, 10:24:23, 49, 49
50, 2000/09/17, 16:03:22, 50, 50
51, 2018/03/14, 11:51:23, 51, 51
52, 2004/03/14, 17:24:01, 52, 52
53, 2012/04/09, 21:08:13, 53, 53
54, 2011/05/20, 04:60:40, 54, 54
55, 2014/04/23, 04:17:14, 55, 55
56, 2015/08/02, 23:32:39, 56, 56
57, 2015/02/13, 00:51:57, 57, 57
58, 2013/09/04, 00:22:44, 58, 58
59, 2006/12/20, 02:14:60, 59, 59
60, 2010/05/05, 11:50:09, 60, 60
61, 2010/06/07, 12:59:52, 61, 61
62, 2011/09/14, 02:37:42, 62, 62
63, 2014/11/13, 10:25:29, 63, 63
64, 2006/08/12, 13:13:26, 64, 64
65, 2016/08/03, 18:15:36, 65, 65
66, 2007/12/01, 07:51:56, 66, 66
67, 2019/12/19, 03:57:43, 67, 67
68, 2012/06/27, 08:50:26, 68, 68
69, 2015/05/26, 08:13:22, 69, 69
70, 2008/11/05, 15:53:25, 70, 70
71, 2007/04/25, 02:56:43, 71, 71
72, 2011/10/30, 10:50:02, 72, 72
73, 2019/01/26, 02:26:31, 73, 73
74, 2019/03/28, 11:22:57, 74, 74
75, 2007/11/07, 13:08:34, 75, 75
76, 2009/05/31, 06:34:05, 76, 76
77, 2009/05/07, 10:42:51, 77, 77
78, 2018/05/14, 20:47:59, 78, 78
79, 2003/03/28, 13:07:08, 79, 79
80, 2002/08/06, 22:15:12, 80, 80
81, 2003/09/12, 04:42:15, 81, 81
82, 2019/04/08, 13:42:02, 82, 82
83, 2004/07/31, 08:57:14, 83, 83
84, 2013/03/11, 23:07:11, 84, 84
85, 2005/02/22, 07:01:00, 85, 85
86, 2009/03/14, 20:37:17, 86, 86
87, 2007/07/09, 17:04:48, 87, 87
88, 2010/03/16, 15:56:12, 88, 88
89, 2014/07/17, 17:08:23, 89, 89
90, 2016/04/14, 15:05:16, 90, 90
91, 2000/02/03, 05:52:23, 91, 91
92, 2012/02/15, 13:32:39, 92, 92
93, 2019/10/29, 14:42:04, 93, 93
94, 2017/01/09, 05:46:20, 94, 94
95, 2019/06/19, 08:16:32, 95, 95
96, 2009/03/20, 06:26:45, 96, 96
97, 2007/02/12, 10:17:55, 97, 97
98, 2002/12/31, 13:02:30, 98, 98
99, 2015/08/02, 10:24:36, 99, 99
100, 2014/08/11, 23:45:32, 100, 100
101, 2012/01/30, 18:35:49, 74, 101
102, 2010/12/04, 03:03:00, 87, 102
103, 2019/01/22, 17:44:57, 17, 103
104, 2014/03/27, 23:54:56, 57, 104
105, 2010/08/16, 01:49:03, 17, 105
106, 2011/12/11, 20:60:57, 24, 106
107, 2000/05/09, 20:53:50, 34, 107
108, 2005/05/30, 20:13:49, 85, 108
109, 2000/03/11, 22:54:55, 89, 109
110, 2005/11/20, 22:11:23, 47, 110
111, 2014/07/08, 07:16:23, 91, 111
112, 2005/02/13, 20:31:33, 5, 112
113, 2003/08/03, 07:17:01, 85, 113
114, 2014/03/27, 12:18:30, 54, 114
115, 2002/06/26, 21:09:54, 66, 115
116, 2015/11/28, 13:30:13, 63, 116
117, 2000/07/15, 02:46:20, 58, 117
118, 2003/10/05, 04:08:50, 55, 118
119, 2003/06/08, 09:16:38, 35, 119
120, 2015/05/17, 05:58:46, 79, 120
121, 2016/03/09, 13:60:13, 40, 121
122, 2002/03/25, 19:59:16, 87, 122
123, 2018/05/22, 24:41:59, 95, 123
124, 2008/01/19, 08:44:60, 85, 124
125, 2002/05/02, 12:60:01, 56, 125
126, 2011/01/20, 12:34:09, 92, 126
127, 2013/08/25, 06:38:59, 38, 127
128, 2014/03/19, 17:28:42, 16, 128
129, 2014/11/15, 16:58:26, 29, 129
130, 2019/10/30, 08:14:16, 58, 130
131, 2000/05/31, 00:37:11, 15, 131
132, 2009/08/12, 22:11:04, 30, 132
133, 2014/08/10, 15:43:04, 69, 133
134, 2006/09/20, 02:26:03, 54, 134
135, 2010/08/28, 01:44:58, 66, 135
136, 2016/04/09, 00:12:11, 81, 136
137, 2007/05/04, 22:53:44, 48, 137
138, 2012/10/06, 15:46:06, 23, 138
139, 2014/11/25, 22:43:56, 72, 139
140, 2002/05/13, 09:39:05, 40, 140
141, 2017/07/18, 15:30:07, 20, 141
142, 2015/01/24, 03:54:04, 10, 142
143, 2006/02/16, 17:58:24, 68, 143
144, 2003/06/30, 02:18:19, 37, 144
145, 2010/06/10, 06:21:52, 88, 145
146, 2007/05/25, 19:20:45, 67, 146
147, 2013/05/31, 14:18:56, 68, 147
148, 2019/06/30, 15:10:35, 97, 148
149, 2009/11/23, 04:16:06, 42, 149
150, 2019/12/29, 23:35:07, 14, 150
151, 2000/04/09, 08:27:34, 54, 151
152, 2011/03/18, 07:55:47, 94, 152
153, 2003/03/31, 12:06:16, 66, 153
154, 2001/01/19, 14:21:56, 76, 154
155, 2018/12/17, 19:02:50, 85, 155
156, 2008/02/05, 03:09:52, 95, 156
157, 2009/07/13, 17:30:60, 86, 157
158, 2012/10/23, 10:06:37, 79, 158
159, 2000/10/11, 07:02:47, 80, 159
160, 2013/02/27, 15:25:44, 49, 160
161, 2000/10/25, 18:05:20, 57, 161
162, 2006/11/06, 19:07:50, 20, 162
163, 2009/01/16, 03:14:30, 10, 163
164, 2015/07/15, 05:07:35, 76, 164
165, 2013/04/21, 22:39:09, 73, 165
166, 2007/05/17, 08:55:51, 82, 166
167, 2015/07/08, 10:51:59, 26, 167
168, 2019/07/03, 07:37:58, 24, 168
169, 2011/10/22, 22:37:47, 12, 169
170, 2015/03/27, 06:01:37, 59, 170
171, 2005/09/25, 17:18:07, 9, 171
172, 2004/11/20, 11:58:35, 58, 172
173, 2005/12/21, 15:53:21, 28, 173
174, 2013/12/31, 06:11:26, 54, 174
175, 2000/01/13, 13:07:07, 92, 175
176, 2019/01/13, 18:17:35, 56, 176
177, 2012/08/20, 23:60:00, 35, 177
178, 2019/09/28, 03:11:55, 86, 178
179, 2011/10/02, 19:32:46, 43, 179
180, 2011/08/17, 23:45:60, 38, 180
181, 2014/11/17, 19:26:42, 48, 181
182, 2005/03/09, 22:39:60, 45, 182
183, 2011/01/21, 02:60:33, 46, 183
184, 2015/11/20, 20:29:04, 70, 184
185, 2003/02/24, 05:21:06, 45, 185
186, 2006/01/27, 13:26:30, 52, 186
187, 2000/10/30, 00:40:22, 48, 187
188, 2005/03/16, 19:52:37, 12, 188
189, 2011/10/15, 12:11:19, 97, 189
190, 2015/12/09, 01:60:33, 5, 190
191, 2014/05/19, 02:35:23, 29, 191
192, 2016/02/20, 23:02:44, 48, 192
193, 2015/08/13, 10:18:11, 66, 193
194, 2002/01/10, 06:16:60, 44, 194
195, 2007/01/14, 06:33:17, 65, 195
196, 2017/06/09, 13:31:40, 46, 196
197, 2006/05/05, 03:07:28, 26, 197
198, 2017/01/08, 21:41:16, 69, 198
199, 2010/11/04, 19:47:45, 63, 199
200, 2009/05/26, 24:34:49, 74, 200
201, 2018/06/21, 20:36:48, 9, 201
202, 2001/12/21, 18:51:51, 47, 202
203, 2006/09/23, 14:21:16, 96, 203
204, 2000/03/22, 14:07:50, 42, 204
205, 2014/05/14, 17:51:29, 40, 205
206, 2002/04/13, 02:46:55, 24, 206
207, 2004/09/19, 18:60:14, 67, 207
208, 2000/03/30, 03:40:14, 81, 208
209, 2010/12/15, 23:54:59, 7, 209
210, 2005/12/02, 06:13:28, 49, 210
211, 2010/07/30, 15:36:58, 4, 211
212, 2006/06/29, 15:12:12, 30, 212
213, 2015/04/20, 16:22:45, 33, 213
214, 2010/01/01, 21:48:50, 9, 214
215, 2005/10/16, 17:23:60, 14, 215
216, 2007/03/22, 23:32:18, 70, 216
217, 2000/03/27, 07:18:31, 48, 217
218, 2015/08/21, 11:01:32, 87, 218
219, 2008/06/04, 03:36:59, 27, 219
220, 2004/09/19, 12:40:42, 50, 220
221, 2010/02/02, 10:04:08, 69, 221
222, 2012/07/03, 07:31:20, 66, 222
223, 2019/04/01, 17:31:60, 82, 223
224, 2009/11/29, 04:50:08, 95, 224
225, 2010/01/23, 06:28:53, 22, 225
226, 2001/11/29, 09:30:21, 80, 226
227, 2018/02/22, 01:35:18, 88, 227
228, 2018/11/07, 02:39:27, 13, 228
229, 2014/05/22, 07:47:41, 34, 229
230, 2005/10/28, 05:32:22, 73, 230
231, 2005/07/15, 14:30:51, 33, 231
232, 2009/01/22, 18:41:05, 12, 232
233, 2013/10/23, 09:52:49, 16, 233
234, 2000/01/29, 00:34:54, 40, 234
235, 2014/06/30, 06:41:22, 46, 235
236, 2012/05/16, 03:59:19, 59, 236
237, 2005/09/29, 19:01:59, 16, 237
238, 2016/08/17, 15:21:21, 1, 238
239, 2016/04/10, 08:30:08, 8, 239
240, 2008/05/18, 13:08:18, 94, 240
241, 2009/03/21, 13:56:27, 30, 241
242, 2006/05/13, 05:13:34, 18, 242
243, 2005/11/30, 09:56:48, 89, 243
244, 2000/12/12, 05:24:09, 2, 244
245, 2000/10/22, 11:10:08, 20, 245
246, 2018/10/26, 10:23:60, 4, 246
247, 2000/06/08, 21:20:51, 67, 247
248, 2003/04/08, 21:09:37, 63, 248
249, 2012/01/30, 06:21:49, 16, 249
250, 2010/02/03, 19:20:33, 96, 250
251, 2015/05/28, 11:37:18, 61, 251
252, 2009/12/13, 17:48:42, 13, 252
253, 2001/05/30, 10:17:30, 95, 253
254, 2007/03/10, 05:55:36, 52, 254
255, 2010/05/20, 19:43:17, 2, 255
256, 2001/08/17, 08:12:06, 44, 256
257, 2013/07/29, 23:15:57, 1, 257
258, 2002/12/06, 11:51:51, 5, 258
259, 2006/10/22, 04:24:02, 13, 259
260, 2008/02/14, 15:02:03, 46, 260
261, 2005/02/14, 12:09:06, 53, 261
262, 2012/12/29, 19:43:15, 99, 262
263, 2005/04/21, 21:35:01, 58, 263
264, 2012/08/18, 21:10:45, 65, 264
265, 2014/09/08, 10:22:02, 75, 265
266, 2016/01/04, 19:03:27, 85, 266
267, 2016/01/01, 23:53:18, 98, 267
268, 2002/03/10, 12:47:55, 80, 268
269, 2018/01/28, 06:27:25, 92, 269
270, 2012/01/15, 01:58:39, 74, 270
271, 2013/05/09, 16:49:30, 63, 271
272, 2009/12/17, 20:11:39, 67, 272
273, 2004/12/10, 22:24:16, 6, 273
274, 2017/05/05, 22:55:12, 54, 274
275, 2009/04/28, 17:14:26, 98, 275
276, 2002/02/11, 08:03:25, 88, 276
277, 2000/01/28, 16:32:15, 39, 277
278, 2017/06/10, 09:38:27, 35, 278
279, 2012/11/05, 23:24:12, 34, 279
280, 2001/01/23, 22:41:05, 27, 280
281, 2003/11/20, 18:16:21, 73, 281
282, 2014/09/12, 06:48:48, 8, 282
283, 2001/11/08, 24:45:42, 42, 283
284, 2017/01/09, 21:24:38, 45, 284
285, 2015/07/06, 03:23:58, 43, 285
286, 2001/10/16, 04:11:26, 10, 286
287, 2008/08/17, 04:27:43, 79, 287
288, 2004/03/25, 13:46:03, 34, 288
289, 2016/03/14, 04:11:51, 33, 289
290, 2000/06/26, 00:17:27, 55, 290
291, 2004/09/09, 06:00:48, 8, 291
292, 2006/01/11, 02:06:38, 95, 292
293, 2013/06/29, 09:33:04, 46, 293
294, 2009/10/30, 14:28:13, 69, 294
295, 2016/10/12, 14:11:19, 21, 295
296, 2013/03/28, 02:54:08, 72, 296
297, 2018/04/15, 12:03:53, 94, 297
298, 2001/11/19, 17:58:57, 12, 298
299, 2012/07/22, 23:36:42, 96, 299
300, 2013/05/06, 21:06:29, 42, 300
301, 2007/11/28, 22:31:53, 61, 301
302, 2006/07/01, 02:13:58, 17, 302
303, 2002/07/13, 17:49:16, 15, 303
304, 2011/12/29, 03:56:50, 59, 304
305, 2014/09/26, 15:18:33, 82, 305
306, 2013/09/20, 23:58:11, 57, 306
307, 2012/12/30, 16:05:44, 74, 307
308, 2014/06/26, 23:04:14, 44, 308
309, 2015/01/01, 16:50:30, 55, 309
310, 2017/09/25, 02:14:55, 74, 310
311, 2002/10/21, 00:20:50, 33, 311
312, 2010/03/10, 07:30:29, 56, 312
313, 2011/03/23, 15:22:34, 93, 313
314, 2012/03/05, 17:56:20, 34, 314
315, 2014/10/24, 03:15:17, 41, 315
316, 2002/12/10, 14:60:01, 3, 316
317, 2002/02/07, 23:20:22, 99, 317
318, 2002/01/02, 05:49:35, 95, 318
319, 2001/01/05, 16:00:26, 89, 319
320, 2013/06/01, 00:25:07, 61, 320
321, 2010/08/24, 14:35:40, 47, 321
322, 2006/11/01, 22:18:08, 33, 322
323, 2015/04/11, 05:26:21, 88, 323
